T_MeV,mu_MeV,rho,xi
100.0,350.915697,0.98,0.4
100.0,350.96153,1.0,0.4
100.0,351.033089,1.05,0.4
100.0,351.050322,1.1,0.4
100.0,351.021394,1.15,0.4
100.0,350.953746,1.2,0.4
100.0,350.854245,1.25,0.4
100.0,350.729306,1.3,0.4
100.0,350.585002,1.35,0.4
100.0,350.427151,1.4,0.4
100.0,350.261396,1.45,0.4
100.0,350.093274,1.5,0.4
100.0,349.928276,1.55,0.4
100.0,349.771914,1.6,0.4
100.0,349.629765,1.65,0.4
100.0,349.50753,1.7,0.4
100.0,349.411076,1.75,0.4
100.0,349.346478,1.8,0.4
100.0,349.320053,1.85,0.4
100.0,349.338377,1.9,0.4
100.0,349.408286,1.95,0.4
100.0,349.536851,2.0,0.4
100.0,349.731316,2.05,0.4
100.0,349.998985,2.1,0.4
100.0,350.347059,2.15,0.4
100.0,350.782399,2.2,0.4
100.0,351.31123,2.25,0.4
100.0,351.938791,2.3,0.4
100.0,352.668955,2.35,0.4
100.0,353.503874,2.4,0.4
100.0,354.443692,2.45,0.4
100.0,355.486396,2.5,0.4
100.0,356.627833,2.55,0.4
100.0,357.86192,2.6,0.4
100.0,359.181006,2.65,0.4
100.0,360.576335,2.7,0.4
100.0,362.038554,2.75,0.4
100.0,363.558175,2.8,0.4
100.0,365.125966,2.85,0.4
100.0,366.733237,2.9,0.4
100.0,368.372025,2.95,0.4
100.0,370.035186,3.0,0.4
100.0,350.809199,0.945,0.4
100.0,350.843196,0.955,0.4
100.0,350.888786,0.97,0.4
100.0,350.939919,0.99,0.4
100.0,351.004644,1.025,0.4
100.0,351.047967,1.075,0.4
100.0,351.041148,1.125,0.4
100.0,350.991969,1.175,0.4
100.0,350.907567,1.225,0.4
100.0,350.794568,1.275,0.4
100.0,350.659206,1.325,0.4
100.0,350.507414,1.375,0.4
100.0,350.344914,1.425,0.4
100.0,350.177287,1.475,0.4
100.0,350.010041,1.525,0.4
100.0,349.848669,1.575,0.4
100.0,349.69871,1.625,0.4
100.0,349.565796,1.675,0.4
100.0,349.455706,1.725,0.4
100.0,349.374406,1.775,0.4
100.0,349.328089,1.825,0.4
100.0,349.3232,1.875,0.4
100.0,349.366447,1.925,0.4
100.0,349.464787,1.975,0.4
100.0,349.62539,2.025,0.4
110.0,0.0,0.0,0.4
110.0,178.286489,0.005,0.4
110.0,203.529306,0.01,0.4
110.0,218.225187,0.015,0.4
110.0,228.602631,0.02,0.4
110.0,236.613798,0.025,0.4
110.0,243.128259,0.03,0.4
110.0,248.609878,0.035,0.4
110.0,253.335541,0.04,0.4
110.0,257.483846,0.045,0.4
110.0,261.176741,0.05,0.4
110.0,264.501205,0.055,0.4
110.0,267.52146,0.06,0.4
110.0,270.286278,0.065,0.4
110.0,272.833569,0.07,0.4
110.0,275.193387,0.075,0.4
110.0,277.38996,0.08,0.4
110.0,279.443105,0.085,0.4
110.0,281.369236,0.09,0.4
110.0,283.182104,0.095,0.4
110.0,284.893344,0.1,0.4
110.0,286.512883,0.105,0.4
110.0,288.049265,0.11,0.4
110.0,289.509894,0.115,0.4
110.0,290.901226,0.12,0.4
110.0,292.228927,0.125,0.4
110.0,293.497997,0.13,0.4
110.0,294.712869,0.135,0.4
110.0,295.877492,0.14,0.4
110.0,296.9954,0.145,0.4
110.0,298.069766,0.15,0.4
110.0,300.099048,0.16,0.4
110.0,301.985156,0.17,0.4
110.0,303.744507,0.18,0.4
110.0,305.390854,0.19,0.4
110.0,306.935831,0.2,0.4
110.0,308.389369,0.21,0.4
110.0,309.760014,0.22,0.4
110.0,311.05517,0.23,0.4
110.0,312.281295,0.24,0.4
110.0,313.444059,0.25,0.4
110.0,314.548462,0.26,0.4
110.0,315.598939,0.27,0.4
110.0,316.599441,0.28,0.4
110.0,317.553505,0.29,0.4
110.0,318.464304,0.3,0.4
110.0,320.167296,0.32,0.4
110.0,321.728251,0.34,0.4
110.0,322.460712,0.35,0.4
110.0,323.163604,0.36,0.4
110.0,324.487127,0.38,0.4
110.0,325.710472,0.4,0.4
110.0,326.84359,0.42,0.4
110.0,327.895046,0.44,0.4
110.0,328.39251,0.45,0.4
110.0,328.872266,0.46,0.4
110.0,329.781731,0.48,0.4
110.0,330.629131,0.5,0.4
110.0,331.419491,0.52,0.4
110.0,332.15727,0.54,0.4
110.0,332.507702,0.55,0.4
110.0,332.846445,0.56,0.4
110.0,333.490577,0.58,0.4
110.0,334.092868,0.6,0.4
110.0,334.656211,0.62,0.4
110.0,335.183226,0.64,0.4
110.0,335.433862,0.65,0.4
110.0,335.676293,0.66,0.4
110.0,336.137587,0.68,0.4
110.0,336.569095,0.7,0.4
110.0,336.972641,0.72,0.4
110.0,337.349902,0.74,0.4
110.0,337.529165,0.75,0.4
110.0,337.702427,0.76,0.4
110.0,338.031648,0.78,0.4
110.0,338.338891,0.8,0.4
110.0,338.62539,0.82,0.4
110.0,338.892294,0.84,0.4
110.0,339.018735,0.85,0.4
110.0,339.140674,0.86,0.4
110.0,339.371534,0.88,0.4
110.0,339.585814,0.9,0.4
110.0,339.784397,0.92,0.4
110.0,339.968113,0.94,0.4
110.0,340.054642,0.95,0.4
110.0,340.137746,0.96,0.4
110.0,340.294036,0.98,0.4
110.0,340.437684,1.0,0.4
110.0,340.745776,1.05,0.4
110.0,340.988447,1.1,0.4
110.0,341.174177,1.15,0.4
110.0,341.310599,1.2,0.4
110.0,341.40466,1.25,0.4
110.0,341.462758,1.3,0.4
110.0,341.490855,1.35,0.4
110.0,341.49457,1.4,0.4
110.0,341.47926,1.45,0.4
110.0,341.450096,1.5,0.4
110.0,341.412123,1.55,0.4
110.0,341.370315,1.6,0.4
110.0,341.329636,1.65,0.4
110.0,341.295079,1.7,0.4
110.0,341.27172,1.75,0.4
110.0,341.264749,1.8,0.4
110.0,341.279514,1.85,0.4
110.0,341.321546,1.9,0.4
110.0,341.396583,1.95,0.4
110.0,341.510575,2.0,0.4
110.0,341.669676,2.05,0.4
110.0,341.880213,2.1,0.4
110.0,342.148623,2.15,0.4
110.0,342.481346,2.2,0.4
110.0,342.884685,2.25,0.4
110.0,343.364606,2.3,0.4
110.0,343.926492,2.35,0.4
110.0,344.574864,2.4,0.4
110.0,345.313083,2.45,0.4
110.0,346.143068,2.5,0.4
110.0,347.065075,2.55,0.4
110.0,348.077579,2.6,0.4
110.0,349.177276,2.65,0.4
110.0,350.359238,2.7,0.4
110.0,351.617185,2.75,0.4
110.0,352.943843,2.8,0.4
110.0,354.331341,2.85,0.4
110.0,355.771595,2.9,0.4
110.0,357.256636,2.95,0.4
110.0,358.778867,3.0,0.4
110.0,341.087935,1.125,0.4
110.0,341.248103,1.175,0.4
110.0,341.362513,1.225,0.4
110.0,341.437823,1.275,0.4
110.0,341.480199,1.325,0.4
110.0,341.49542,1.375,0.4
110.0,341.488966,1.425,0.4
110.0,341.466093,1.475,0.4
110.0,341.431899,1.525,0.4
110.0,341.391388,1.575,0.4
110.0,341.349523,1.625,0.4
110.0,341.311277,1.675,0.4
110.0,341.281679,1.725,0.4
110.0,341.265855,1.775,0.4
110.0,341.269073,1.825,0.4
110.0,341.296768,1.875,0.4
110.0,341.354572,1.925,0.4
110.0,341.448329,1.975,0.4
110.0,341.584095,2.025,0.4
112.5,-1.0e-6,0.0,0.4
112.5,170.187619,0.005,0.4
112.5,196.009245,0.01,0.4
112.5,211.04547,0.015,0.4
112.5,221.665296,0.02,0.4
112.5,229.865121,0.025,0.4
112.5,236.534244,0.03,0.4
112.5,242.147062,0.035,0.4
112.5,246.986749,0.04,0.4
112.5,251.235962,0.045,0.4
112.5,255.019415,0.05,0.4
112.5,258.426066,0.055,0.4
112.5,261.521596,0.06,0.4
112.5,264.355884,0.065,0.4
112.5,266.967703,0.07,0.4
112.5,269.387788,0.075,0.4
112.5,271.640919,0.08,0.4
112.5,273.747362,0.085,0.4
112.5,275.723906,0.09,0.4
112.5,277.584613,0.095,0.4
112.5,279.341381,0.1,0.4
112.5,281.004366,0.105,0.4
112.5,282.582304,0.11,0.4
112.5,284.082766,0.115,0.4
112.5,285.512357,0.12,0.4
112.5,286.876871,0.125,0.4
112.5,288.181421,0.13,0.4
112.5,289.430542,0.135,0.4
112.5,290.628271,0.14,0.4
112.5,291.778223,0.145,0.4
112.5,292.883644,0.15,0.4
112.5,294.97232,0.16,0.4
112.5,296.914566,0.17,0.4
112.5,298.727173,0.18,0.4
112.5,300.424204,0.19,0.4
112.5,302.01756,0.2,0.4
112.5,303.517397,0.21,0.4
112.5,304.932452,0.22,0.4
112.5,306.270299,0.23,0.4
112.5,307.537542,0.24,0.4
112.5,308.73998,0.25,0.4
112.5,309.882726,0.26,0.4
112.5,310.970315,0.27,0.4
112.5,312.006787,0.28,0.4
112.5,312.99576,0.29,0.4
112.5,313.940479,0.3,0.4
112.5,315.708594,0.32,0.4
112.5,317.331415,0.34,0.4
112.5,318.093705,0.35,0.4
112.5,318.825746,0.36,0.4
112.5,320.205669,0.38,0.4
112.5,321.483098,0.4,0.4
112.5,322.668207,0.42,0.4
112.5,323.769752,0.44,0.4
112.5,324.2916,0.45,0.4
112.5,324.795324,0.46,0.4
112.5,325.751549,0.48,0.4
112.5,326.644243,0.5,0.4
112.5,327.47854,0.52,0.4
112.5,328.258999,0.54,0.4
112.5,328.630325,0.55,0.4
112.5,328.989681,0.56,0.4
112.5,329.674226,0.58,0.4
112.5,330.315906,0.6,0.4
112.5,330.917675,0.62,0.4
112.5,331.482207,0.64,0.4
112.5,331.751279,0.65,0.4
112.5,332.011936,0.66,0.4
112.5,332.509079,0.68,0.4
112.5,332.975665,0.7,0.4
112.5,333.413555,0.72,0.4
112.5,333.824462,0.74,0.4
112.5,334.020294,0.75,0.4
112.5,334.209963,0.76,0.4
112.5,334.57152,0.78,0.4
112.5,334.910483,0.8,0.4
112.5,335.228111,0.82,0.4
112.5,335.525574,0.84,0.4
112.5,335.667086,0.85,0.4
112.5,335.803961,0.86,0.4
112.5,336.064296,0.88,0.4
112.5,336.307533,0.9,0.4
112.5,336.53457,0.92,0.4
112.5,336.746252,0.94,0.4
112.5,336.846585,0.95,0.4
112.5,336.943374,0.96,0.4
112.5,337.126687,0.98,0.4
112.5,337.296902,1.0,0.4
112.5,337.669473,1.05,0.4
112.5,337.97394,1.1,0.4
112.5,338.218866,1.15,0.4
112.5,338.411935,1.2,0.4
112.5,338.560121,1.25,0.4
112.5,338.669827,1.3,0.4
112.5,338.746993,1.35,0.4
112.5,338.797196,1.4,0.4
112.5,338.825732,1.45,0.4
112.5,338.837686,1.5,0.4
112.5,338.837995,1.55,0.4
112.5,338.831509,1.6,0.4
112.5,338.823039,1.65,0.4
112.5,338.817406,1.7,0.4
112.5,338.819486,1.75,0.4
112.5,338.834249,1.8,0.4
112.5,338.866798,1.85,0.4
112.5,338.922395,1.9,0.4
112.5,339.006492,1.95,0.4
112.5,339.124737,2.0,0.4
112.5,339.282979,2.05,0.4
112.5,339.487247,2.1,0.4
112.5,339.743707,2.15,0.4
112.5,340.058581,2.2,0.4
112.5,340.438038,2.25,0.4
112.5,340.888029,2.3,0.4
112.5,341.41408,2.35,0.4
112.5,342.021051,2.4,0.4
112.5,342.712856,2.45,0.4
112.5,343.492189,2.5,0.4
112.5,344.36028,2.55,0.4
112.5,345.316721,2.6,0.4
112.5,346.359401,2.65,0.4
112.5,347.484562,2.7,0.4
112.5,348.686993,2.75,0.4
112.5,349.960314,2.8,0.4
112.5,351.297335,2.85,0.4
112.5,352.690428,2.9,0.4
112.5,354.131872,2.95,0.4
112.5,355.61414,3.0,0.4
112.8125,0.0,0.0,0.4
112.8125,169.157795,0.005,0.4
112.8125,195.051693,0.01,0.4
112.8125,210.130448,0.015,0.4
112.8125,220.780568,0.02,0.4
112.8125,229.003974,0.025,0.4
112.8125,235.692431,0.03,0.4
112.8125,241.32165,0.035,0.4
112.8125,246.175592,0.04,0.4
112.8125,250.437419,0.045,0.4
112.8125,254.232194,0.05,0.4
112.8125,257.64912,0.055,0.4
112.8125,260.754062,0.06,0.4
112.8125,263.597036,0.065,0.4
112.8125,266.216923,0.07,0.4
112.8125,268.644544,0.075,0.4
112.8125,270.904748,0.08,0.4
112.8125,273.017856,0.085,0.4
112.8125,275.000703,0.09,0.4
112.8125,276.867393,0.095,0.4
112.8125,278.629856,0.1,0.4
112.8125,280.298274,0.105,0.4
112.8125,281.88141,0.11,0.4
112.8125,283.386854,0.115,0.4
112.8125,284.821231,0.12,0.4
112.8125,286.19035,0.125,0.4
112.8125,287.499339,0.13,0.4
112.8125,288.752744,0.135,0.4
112.8125,289.954616,0.14,0.4
112.8125,291.108577,0.145,0.4
112.8125,292.217883,0.15,0.4
112.8125,294.313991,0.16,0.4
112.8125,296.263263,0.17,0.4
112.8125,298.082535,0.18,0.4
112.8125,299.785911,0.19,0.4
112.8125,301.385324,0.2,0.4
112.8125,302.890957,0.21,0.4
112.8125,304.311573,0.22,0.4
112.8125,305.654767,0.23,0.4
112.8125,306.927161,0.24,0.4
112.8125,308.134568,0.25,0.4
112.8125,309.282118,0.26,0.4
112.8125,310.374357,0.27,0.4
112.8125,311.415338,0.28,0.4
112.8125,312.408687,0.29,0.4
112.8125,313.357658,0.3,0.4
112.8125,315.133939,0.32,0.4
112.8125,316.76452,0.34,0.4
112.8125,317.530553,0.35,0.4
112.8125,318.266252,0.36,0.4
112.8125,319.653254,0.38,0.4
112.8125,320.937473,0.4,0.4
112.8125,322.129113,0.42,0.4
112.8125,323.236952,0.44,0.4
112.8125,323.761864,0.45,0.4
112.8125,324.268602,0.46,0.4
112.8125,325.230706,0.48,0.4
112.8125,326.129097,0.5,0.4
112.8125,326.968924,0.52,0.4
112.8125,327.754755,0.54,0.4
112.8125,328.128713,0.55,0.4
112.8125,328.490665,0.56,0.4
112.8125,329.180301,0.58,0.4
112.8125,329.826946,0.6,0.4
112.8125,330.433559,0.62,0.4
112.8125,331.002823,0.64,0.4
112.8125,331.274221,0.65,0.4
112.8125,331.537178,0.66,0.4
112.8125,332.038847,0.68,0.4
112.8125,332.509863,0.7,0.4
112.8125,332.952092,0.72,0.4
112.8125,333.367251,0.74,0.4
112.8125,333.565179,0.75,0.4
112.8125,333.756923,0.76,0.4
112.8125,334.122569,0.78,0.4
112.8125,334.465548,0.8,0.4
112.8125,334.787117,0.82,0.4
112.8125,335.08845,0.84,0.4
112.8125,335.231872,0.85,0.4
112.8125,335.37064,0.86,0.4
112.8125,335.634711,0.88,0.4
112.8125,335.88162,0.9,0.4
112.8125,336.112268,0.92,0.4
112.8125,336.3275,0.94,0.4
112.8125,336.429586,0.95,0.4
112.8125,336.528113,0.96,0.4
112.8125,336.71486,0.98,0.4
112.8125,336.888453,1.0,0.4
112.8125,337.269227,1.05,0.4
112.8125,337.581567,1.1,0.4
112.8125,337.834044,1.15,0.4
112.8125,338.034349,1.2,0.4
112.8125,338.189462,1.25,0.4
112.8125,338.305783,1.3,0.4
112.8125,338.389252,1.35,0.4
112.8125,338.44544,1.4,0.4
112.8125,338.479636,1.45,0.4
112.8125,338.496913,1.5,0.4
112.8125,338.502198,1.55,0.4
112.8125,338.500323,1.6,0.4
112.8125,338.496081,1.65,0.4
112.8125,338.494271,1.7,0.4
112.8125,338.499747,1.75,0.4
112.8125,338.51745,1.8,0.4
112.8125,338.552453,1.85,0.4
112.8125,338.609985,1.9,0.4
112.8125,338.695462,1.95,0.4
112.8125,338.814495,2.0,0.4
112.8125,338.972894,2.05,0.4
112.8125,339.17665,2.1,0.4
112.8125,339.431893,2.15,0.4
112.8125,339.744818,2.2,0.4
112.8125,340.12157,2.25,0.4
112.8125,340.568095,2.3,0.4
112.8125,341.08993,2.35,0.4
112.8125,341.69197,2.4,0.4
112.8125,342.378187,2.45,0.4
112.8125,343.151366,2.5,0.4
112.8125,344.01285,2.55,0.4
112.8125,344.962366,2.6,0.4
112.8125,345.99795,2.65,0.4
112.8125,347.115995,2.7,0.4
112.8125,348.311426,2.75,0.4
112.8125,349.577985,2.8,0.4
112.8125,350.908578,2.85,0.4
112.8125,352.295645,2.9,0.4
112.8125,353.731504,2.95,0.4
112.8125,355.208644,3.0,0.4
112.96875,0.0,0.0,0.4
112.96875,168.641411,0.005,0.4
112.96875,194.571436,0.01,0.4
112.96875,209.671455,0.015,0.4
112.96875,220.336721,0.02,0.4
112.96875,228.571918,0.025,0.4
112.96875,235.270041,0.03,0.4
112.96875,240.90746,0.035,0.4
112.96875,245.76853,0.04,0.4
112.96875,250.036665,0.045,0.4
112.96875,253.837101,0.05,0.4
112.96875,257.259165,0.055,0.4
112.96875,260.368812,0.06,0.4
112.96875,263.216129,0.065,0.4
112.96875,265.84005,0.07,0.4
112.96875,268.27144,0.075,0.4
112.96875,270.535179,0.08,0.4
112.96875,272.65162,0.085,0.4
112.96875,274.63762,0.09,0.4
112.96875,276.507301,0.095,0.4
112.96875,278.272611,0.1,0.4
112.96875,279.943747,0.105,0.4
112.96875,281.529481,0.11,0.4
112.96875,283.037417,0.115,0.4
112.96875,284.474187,0.12,0.4
112.96875,285.845609,0.125,0.4
112.96875,287.156817,0.13,0.4
112.96875,288.412365,0.135,0.4
112.96875,289.616307,0.14,0.4
112.96875,290.772274,0.145,0.4
112.96875,291.883523,0.15,0.4
112.96875,293.983347,0.16,0.4
112.96875,295.936132,0.17,0.4
112.96875,297.758738,0.18,0.4
112.96875,299.465287,0.19,0.4
112.96875,301.067728,0.2,0.4
112.96875,302.57626,0.21,0.4
112.96875,303.999658,0.22,0.4
112.96875,305.345525,0.23,0.4
112.96875,306.620496,0.24,0.4
112.96875,307.830389,0.25,0.4
112.96875,308.980341,0.26,0.4
112.96875,310.074907,0.27,0.4
112.96875,311.118143,0.28,0.4
112.96875,312.113679,0.29,0.4
112.96875,313.064778,0.3,0.4
112.96875,314.845144,0.32,0.4
112.96875,316.479607,0.34,0.4
112.96875,317.247512,0.35,0.4
112.96875,317.985041,0.36,0.4
112.96875,319.375584,0.38,0.4
112.96875,320.663202,0.4,0.4
112.96875,321.858109,0.42,0.4
112.96875,322.969097,0.44,0.4
112.96875,323.495543,0.45,0.4
112.96875,324.003789,0.46,0.4
112.96875,324.968836,0.48,0.4
112.96875,325.870078,0.5,0.4
112.96875,326.712672,0.52,0.4
112.96875,327.501192,0.54,0.4
112.96875,327.876467,0.55,0.4
112.96875,328.239719,0.56,0.4
112.96875,328.931904,0.58,0.4
112.96875,329.581034,0.6,0.4
112.96875,330.190073,0.62,0.4
112.96875,330.761707,0.64,0.4
112.96875,331.034269,0.65,0.4
112.96875,331.298378,0.66,0.4
112.96875,331.802313,0.68,0.4
112.96875,332.275548,0.7,0.4
112.96875,332.71995,0.72,0.4
112.96875,333.13724,0.74,0.4
112.96875,333.336217,0.75,0.4
112.96875,333.529,0.76,0.4
112.96875,333.896695,0.78,0.4
112.96875,334.241685,0.8,0.4
112.96875,334.565229,0.82,0.4
112.96875,334.868501,0.84,0.4
112.96875,335.01288,0.85,0.4
112.96875,335.152597,0.86,0.4
112.96875,335.41854,0.88,0.4
112.96875,335.66729,0.9,0.4
112.96875,335.899748,0.92,0.4
112.96875,336.116759,0.94,0.4
112.96875,336.219723,0.95,0.4
112.96875,336.319122,0.96,0.4
112.96875,336.50759,0.98,0.4
112.96875,336.682876,1.0,0.4
112.96875,337.067764,1.05,0.4
112.96875,337.384052,1.1,0.4
112.96875,337.640318,1.15,0.4
112.96875,337.844255,1.2,0.4
112.96875,338.002844,1.25,0.4
112.96875,338.122487,1.3,0.4
112.96875,338.209121,1.35,0.4
112.96875,338.268316,1.4,0.4
112.96875,338.305357,1.45,0.4
112.96875,338.325311,1.5,0.4
112.96875,338.333099,1.55,0.4
112.96875,338.333546,1.6,0.4
112.96875,338.331435,1.65,0.4
112.96875,338.331555,1.7,0.4
112.96875,338.338747,1.75,0.4
112.96875,338.357939,1.8,0.4
112.96875,338.394188,1.85,0.4
112.96875,338.452709,1.9,0.4
112.96875,338.538897,1.95,0.4
112.96875,338.658345,2.0,0.4
112.96875,338.816845,2.05,0.4
112.96875,339.020369,2.1,0.4
112.96875,339.275028,2.15,0.4
112.96875,339.587002,2.2,0.4
112.96875,339.962427,2.25,0.4
112.96875,340.407242,2.3,0.4
112.96875,340.926994,2.35,0.4
112.96875,341.526589,2.4,0.4
112.96875,342.210033,2.45,0.4
112.96875,342.980152,2.5,0.4
112.96875,343.838346,2.55,0.4
112.96875,344.784409,2.6,0.4
112.96875,345.81645,2.65,0.4
112.96875,346.930936,2.7,0.4
112.96875,348.122864,2.75,0.4
112.96875,349.386036,2.8,0.4
112.96875,350.713407,2.85,0.4
112.96875,352.09745,2.9,0.4
112.96875,353.530505,2.95,0.4
112.96875,355.005072,3.0,0.4
113.046875,0.0,0.0,0.4
113.046875,168.38285,0.005,0.4
113.046875,194.330937,0.01,0.4
113.046875,209.441587,0.015,0.4
113.046875,220.114427,0.02,0.4
113.046875,228.355518,0.025,0.4
113.046875,235.058475,0.03,0.4
113.046875,240.699994,0.035,0.4
113.046875,245.564627,0.04,0.4
113.046875,249.835916,0.045,0.4
113.046875,253.639183,0.05,0.4
113.046875,257.063815,0.055,0.4
113.046875,260.175815,0.06,0.4
113.046875,263.025304,0.065,0.4
113.046875,265.651242,0.07,0.4
113.046875,268.084516,0.075,0.4
113.046875,270.350024,0.08,0.4
113.046875,272.468131,0.085,0.4
113.046875,274.455707,0.09,0.4
113.046875,276.326884,0.095,0.4
113.046875,278.093618,0.1,0.4
113.046875,279.766111,0.105,0.4
113.046875,281.353145,0.11,0.4
113.046875,282.862327,0.115,0.4
113.046875,284.300293,0.12,0.4
113.046875,285.672867,0.125,0.4
113.046875,286.985185,0.13,0.4
113.046875,288.241804,0.135,0.4
113.046875,289.446782,0.14,0.4
113.046875,290.603751,0.145,0.4
113.046875,291.715972,0.15,0.4
113.046875,293.817655,0.16,0.4
113.046875,295.772196,0.17,0.4
113.046875,297.596469,0.18,0.4
113.046875,299.304604,0.19,0.4
113.046875,300.90856,0.2,0.4
113.046875,302.418542,0.21,0.4
113.046875,303.843331,0.22,0.4
113.046875,305.190535,0.23,0.4
113.046875,306.466793,0.24,0.4
113.046875,307.67793,0.25,0.4
113.046875,308.829084,0.26,0.4
113.046875,309.924812,0.27,0.4
113.046875,310.969176,0.28,0.4
113.046875,311.965807,0.29,0.4
113.046875,312.91797,0.3,0.4
113.046875,314.700378,0.32,0.4
113.046875,316.336783,0.34,0.4
113.046875,317.105624,0.35,0.4
113.046875,317.844068,0.36,0.4
113.046875,319.236383,0.38,0.4
113.046875,320.5257,0.4,0.4
113.046875,321.722241,0.42,0.4
113.046875,322.834805,0.44,0.4
113.046875,323.362018,0.45,0.4
113.046875,323.871018,0.46,0.4
113.046875,324.837537,0.48,0.4
113.046875,325.740206,0.5,0.4
113.046875,326.584184,0.52,0.4
113.046875,327.374049,0.54,0.4
113.046875,327.749983,0.55,0.4
113.046875,328.113885,0.56,0.4
113.046875,328.807346,0.58,0.4
113.046875,329.457719,0.6,0.4
113.046875,330.067971,0.62,0.4
113.046875,330.640791,0.64,0.4
113.046875,330.913936,0.65,0.4
113.046875,331.178622,0.66,0.4
113.046875,331.68369,0.68,0.4
113.046875,332.158035,0.7,0.4
113.046875,332.603525,0.72,0.4
113.046875,333.021881,0.74,0.4
113.046875,333.221383,0.75,0.4
113.046875,333.414686,0.76,0.4
113.046875,333.783407,0.78,0.4
113.046875,334.129403,0.8,0.4
113.046875,334.453935,0.82,0.4
113.046875,334.758178,0.84,0.4
113.046875,334.903037,0.85,0.4
113.046875,335.043228,0.86,0.4
113.046875,335.310109,0.88,0.4
113.046875,335.55978,0.9,0.4
113.046875,335.793143,0.92,0.4
113.046875,336.011046,0.94,0.4
113.046875,336.11445,0.95,0.4
113.046875,336.214285,0.96,0.4
113.046875,336.403615,0.98,0.4
113.046875,336.579749,1.0,0.4
113.046875,336.966696,1.05,0.4
113.046875,337.284962,1.1,0.4
113.046875,337.543125,1.15,0.4
113.046875,337.748881,1.2,0.4
113.046875,337.909211,1.25,0.4
113.046875,338.030518,1.3,0.4
113.046875,338.118739,1.35,0.4
113.046875,338.179441,1.4,0.4
113.046875,338.217908,1.45,0.4
113.046875,338.239205,1.5,0.4
113.046875,338.248249,1.55,0.4
113.046875,338.24986,1.6,0.4
113.046875,338.248819,1.65,0.4
113.046875,338.249909,1.7,0.4
113.046875,338.257963,1.75,0.4
113.046875,338.277904,1.8,0.4
113.046875,338.314782,1.85,0.4
113.046875,338.373801,1.9,0.4
113.046875,338.46035,1.95,0.4
113.046875,338.580012,2.0,0.4
113.046875,338.738568,2.05,0.4
113.046875,338.941982,2.1,0.4
113.046875,339.196355,2.15,0.4
113.046875,339.50786,2.2,0.4
113.046875,339.882627,2.25,0.4
113.046875,340.326594,2.3,0.4
113.046875,340.845309,2.35,0.4
113.046875,341.443688,2.4,0.4
113.046875,342.125751,2.45,0.4
113.046875,342.894344,2.5,0.4
113.046875,343.750896,2.55,0.4
113.046875,344.695234,2.6,0.4
113.046875,345.725505,2.65,0.4
113.046875,346.838213,2.7,0.4
113.046875,348.028389,2.75,0.4
113.046875,349.289866,2.8,0.4
113.046875,350.615623,2.85,0.4
113.046875,351.998152,2.9,0.4
113.046875,353.429803,2.95,0.4
113.046875,354.903079,3.0,0.4
113.0859375,0.0,0.0,0.4
113.0859375,168.253477,0.005,0.4
113.0859375,194.210595,0.01,0.4
113.0859375,209.32656,0.015,0.4
113.0859375,220.003186,0.02,0.4
113.0859375,228.247226,0.025,0.4
113.0859375,234.952598,0.03,0.4
113.0859375,240.596168,0.035,0.4
113.0859375,245.462583,0.04,0.4
113.0859375,249.735448,0.045,0.4
113.0859375,253.54013,0.05,0.4
113.0859375,256.966048,0.055,0.4
113.0859375,260.079224,0.06,0.4
113.0859375,262.929798,0.065,0.4
113.0859375,265.556745,0.07,0.4
113.0859375,267.990961,0.075,0.4
113.0859375,270.257353,0.08,0.4
113.0859375,272.376293,0.085,0.4
113.0859375,274.364658,0.09,0.4
113.0859375,276.236583,0.095,0.4
113.0859375,278.004028,0.1,0.4
113.0859375,279.677201,0.105,0.4
113.0859375,281.264885,0.11,0.4
113.0859375,282.774689,0.115,0.4
113.0859375,284.213254,0.12,0.4
113.0859375,285.586403,0.125,0.4
113.0859375,286.899276,0.13,0.4
113.0859375,288.156431,0.135,0.4
113.0859375,289.361927,0.14,0.4
113.0859375,290.519397,0.145,0.4
113.0859375,291.632104,0.15,0.4
113.0859375,293.734715,0.16,0.4
113.0859375,295.690135,0.17,0.4
113.0859375,297.515241,0.18,0.4
113.0859375,299.22417,0.19,0.4
113.0859375,300.828884,0.2,0.4
113.0859375,302.33959,0.21,0.4
113.0859375,303.765074,0.22,0.4
113.0859375,305.112947,0.23,0.4
113.0859375,306.38985,0.24,0.4
113.0859375,307.601608,0.25,0.4
113.0859375,308.753362,0.26,0.4
113.0859375,309.849673,0.27,0.4
113.0859375,310.8946,0.28,0.4
113.0859375,311.891779,0.29,0.4
113.0859375,312.844473,0.3,0.4
113.0859375,314.627903,0.32,0.4
113.0859375,316.265278,0.34,0.4
113.0859375,317.034588,0.35,0.4
113.0859375,317.77349,0.36,0.4
113.0859375,319.166691,0.38,0.4
113.0859375,320.456858,0.4,0.4
113.0859375,321.654216,0.42,0.4
113.0859375,322.767567,0.44,0.4
113.0859375,323.295165,0.45,0.4
113.0859375,323.804541,0.46,0.4
113.0859375,324.771796,0.48,0.4
113.0859375,325.675178,0.5,0.4
113.0859375,326.519849,0.52,0.4
113.0859375,327.310388,0.54,0.4
113.0859375,327.686651,0.55,0.4
113.0859375,328.050878,0.56,0.4
113.0859375,328.744976,0.58,0.4
113.0859375,329.395972,0.6,0.4
113.0859375,330.006831,0.62,0.4
113.0859375,330.580244,0.64,0.4
